-3.0e0 -3.0e0 1.963975e-5 1.963975e-5
-2.8775511e0 -3.0e0 2.8147166e-5 2.8147166e-5
-2.7551022e0 -3.0e0 3.9735733e-5 3.9735733e-5
-2.6326534e0 -3.0e0 5.5266718e-5 5.5266718e-5
-2.5102045e0 -3.0e0 7.5722011e-5 7.5722011e-5
-2.3877556e0 -3.0e0 1.02203659e-4 1.02203659e-4
-2.2653067e0 -3.0e0 1.35892856e-4 1.35892856e-4
-2.1428578e0 -3.0e0 1.7799434e-4 1.7799434e-4
-2.020409e0 -3.0e0 2.2964958e-4 2.2964958e-4
-1.89796e0 -3.0e0 2.9191418e-4 2.9191418e-4
-1.7755112e0 -3.0e0 3.6553487e-4 3.6553487e-4
-1.6530623e0 -3.0e0 4.5095168e-4 4.5095168e-4
-1.5306134e0 -3.0e0 5.4793488e-4 5.4793488e-4
-1.4081645e0 -3.0e0 6.5606679e-4 6.5606679e-4
-1.2857156e0 -3.0e0 7.7368636e-4 7.7368636e-4
-1.1632668e0 -3.0e0 8.9881026e-4 8.9881026e-4
-1.0408179e0 -3.0e0 1.02871407e-3 1.02871407e-3
-9.18369e-1 -3.0e0 1.15965602e-3 1.15965602e-3
-7.959201e-1 -3.0e0 1.28798134e-3 1.28798134e-3
-6.734712e-1 -3.0e0 1.40922899e-3 1.40922899e-3
-5.510223e-1 -3.0e0 1.5189367e-3 1.5189367e-3
-4.285735e-1 -3.0e0 1.6128136e-3 1.6128136e-3
-3.061246e-1 -3.0e0 1.6870169e-3 1.6870169e-3
-1.836757e-1 -3.0e0 1.7383492e-3 1.7383492e-3
-6.12268e-2 -3.0e0 1.764637e-3 1.764637e-3
6.12221e-2 -3.0e0 1.764637e-3 1.764637e-3
1.83671e-1 -3.0e0 1.7383492e-3 1.7383492e-3
3.061198e-1 -3.0e0 1.6870169e-3 1.6870169e-3
4.285687e-1 -3.0e0 1.6128136e-3 1.6128136e-3
5.510176e-1 -3.0e0 1.5189367e-3 1.5189367e-3
6.734665e-1 -3.0e0 1.40922899e-3 1.40922899e-3
7.959154e-1 -3.0e0 1.28799858e-3 1.28799858e-3
9.183643e-1 -3.0e0 1.15965602e-3 1.15965602e-3
1.0408131e0 -3.0e0 1.02871407e-3 1.02871407e-3
1.163262e0 -3.0e0 8.9881026e-4 8.9881026e-4
1.2857109e0 -3.0e0 7.7368636e-4 7.7368636e-4
1.4081598e0 -3.0e0 6.5606679e-4 6.5606679e-4
1.5306087e0 -3.0e0 5.4804732e-4 5.4804732e-4
1.6530576e0 -3.0e0 4.5095168e-4 4.5095168e-4
